X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__FCPU426;c__,0.73944,0.6822352,0.0,0.73944,2.0,0.23917535
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,0.73944,-0.16267312,0.0,0.73944,2.0,0.9497964
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Planctomycetes;c__ODP123,0.73944,-0.19922453,0.0,0.73944,2.0,0.96884704
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6,0.73944,0.17271227,0.0,0.73944,2.0,0.7528132
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.73944,0.24200165,0.0,0.73944,2.0,0.7052931
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Acidobacteria;c__RB25,0.73944,0.29609042,0.0,0.73944,2.0,0.66584504
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Acidobacteria;c__S035,0.73944,0.29069343,0.0,0.73944,2.0,0.6698855
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.73944,0.11426997,0.0,0.73944,2.0,0.79067695
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Chlorobi;c__Ignavibacteria,0.73944,0.57878375,0.0,0.73944,2.0,0.40081954
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Chloroflexi;c__C0119,0.73944,0.42782977,0.0,0.73944,2.0,0.5582206
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,0.73944,0.55477035,0.0,0.73944,2.0,0.4297321
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,0.73944,0.42457297,0.0,0.73944,2.0,0.56113017
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Chloroflexi;c__P2-11E,0.73944,0.25519204,0.0,0.73944,2.0,-0.6958793
k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,0.73944,0.32297066,0.0,0.73944,2.0,0.6453444
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Acidobacteria;c__AT-s2-57,0.73944,0.23796153,0.0,0.73944,2.0,0.70815146
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.73944,0.048834324,0.0,0.73944,2.0,0.8310269
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.73944,0.33319664,0.0,0.73944,2.0,0.63737226
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Chloroflexi;c__C0119,0.73944,0.48673967,0.0,0.73944,2.0,0.5026931
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,0.73944,0.13610727,0.0,0.73944,2.0,0.77674496
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,0.73944,-0.08727485,0.0,0.73944,2.0,0.90923864
k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Planctomycetes;c__Pla3,0.73944,0.5161465,0.0,0.73944,2.0,0.47253945
k__Bacteria;p__Planctomycetes;c__[Brocadiae],k__Bacteria;p__OD1;c__ABY1,0.73944,0.5233102,0.0,0.73944,2.0,0.4648977
k__Bacteria;p__Proteobacteria;Other,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,0.73944,0.22034186,0.0,0.73944,2.0,0.7204847
k__Bacteria;p__Proteobacteria;Other,k__Bacteria;p__Elusimicrobia;c__Endomicrobia,0.73944,0.5006218,0.0,0.73944,2.0,0.48869035
k__Bacteria;p__Proteobacteria;c__,k__Bacteria;p__Chloroflexi;c__Ellin6529,0.73944,0.3100601,0.0,0.73944,2.0,0.6552709
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Acidobacteria;c__RB25,0.73944,0.7199976,0.0,0.73944,2.0,0.1394362
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Acidobacteria;c__iii1-8,0.73944,0.43395373,0.0,0.73944,2.0,0.55270815
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Chloroflexi;c__C0119,0.73944,0.6031872,0.0,0.73944,2.0,0.3691244
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.73944,-0.09361541,0.0,0.73944,2.0,0.9127187
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Acidobacteria;c__S035,0.73944,-0.031333566,0.0,0.73944,2.0,0.87793714
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.73944,0.05945623,0.0,0.73944,2.0,0.8246113
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,0.73944,0.07124519,0.0,0.73944,2.0,0.81743187
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Chloroflexi;c__P2-11E,0.73944,0.3374785,0.0,0.73944,2.0,-0.63400435
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Chloroflexi;c__S085,0.73944,-0.06638813,0.0,0.73944,2.0,0.8976793
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6,0.73944,0.48350918,0.0,0.73944,2.0,0.5058961
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Acidobacteria;c__DA052,0.73944,0.2878875,0.0,0.73944,2.0,0.67197657
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Acidobacteria;c__OS-K,0.73944,0.34904954,0.0,0.73944,2.0,0.62481236
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Acidobacteria;c__S035,0.73944,0.6460642,0.0,0.73944,2.0,0.30557454
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.73944,0.20496398,0.0,0.73944,2.0,0.7310787
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Chlorobi;c__OPB56,0.73944,0.3068462,0.0,0.73944,2.0,0.65771866
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Chloroflexi;Other,0.73944,0.18472058,0.0,0.73944,2.0,0.7447949
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Chloroflexi;c__C0119,0.73944,-0.029209971,0.0,0.73944,2.0,0.87672687
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__GN04;c__GN15,0.73944,-0.056220412,0.0,0.73944,2.0,0.891998
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__NKB19;c__TSBW08,0.73944,-0.018974543,0.0,0.73944,2.0,0.87087
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Planctomycetes;c__OM190,0.73944,0.28865853,0.0,0.73944,2.0,0.67140263
k__Bacteria;p__Spirochaetes;c__GN05,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],0.73944,0.32354236,0.0,0.73944,2.0,0.6449013
k__Bacteria;p__Spirochaetes;c__[Brevinematae],k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,0.73944,0.6040641,0.0,0.73944,2.0,0.3679346
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Acidobacteria;c__RB25,0.73944,0.041799903,0.0,0.73944,2.0,0.83524853
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Acidobacteria;c__S035,0.73944,0.16430032,0.0,0.73944,2.0,0.75837964
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.73944,0.32096714,0.0,0.73944,2.0,0.6468948
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Chloroflexi;c__P2-11E,0.73944,0.60937965,0.0,0.73944,2.0,-0.36063883
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Planctomycetes;c__Pla4,0.73944,-0.0018129349,0.0,0.73944,2.0,0.8609605
k__Bacteria;p__TM6;c__SJA-4,k__Bacteria;p__Chlorobi;Other,0.73944,0.29842642,0.0,0.73944,2.0,0.66408855
k__Bacteria;p__TM6;c__SJA-4,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,0.73944,0.6752012,0.0,0.73944,2.0,0.2534538
k__Bacteria;p__Tenericutes;c__Mollicutes,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,0.73944,0.6481929,0.0,0.73944,2.0,0.30207142
k__Bacteria;p__Tenericutes;c__Mollicutes,k__Bacteria;p__OD1;c__ABY1,0.73944,0.53240883,0.0,0.73944,2.0,0.45500678
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.73944,0.16924489,0.0,0.73944,2.0,0.75511265
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Acidobacteria;c__RB25,0.73944,0.119441986,0.0,0.73944,2.0,0.78739953
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Bacteroidetes;c__SM1A07,0.73944,0.05343336,0.0,0.73944,2.0,0.8282552
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Chloroflexi;c__SAR202,0.73944,0.62135315,0.0,0.73944,2.0,0.3436377
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,0.73944,0.09019381,0.0,0.73944,2.0,0.8057582
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Planctomycetes;c__ODP123,0.73944,-0.0013999939,0.0,0.73944,2.0,0.86072063
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Planctomycetes;c__Pla3,0.73944,0.38123354,0.0,0.73944,2.0,0.59850353
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.73944,-0.11932933,0.0,0.73944,2.0,0.9266981
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Acidobacteria;c__RB25,0.73944,-0.04735726,0.0,0.73944,2.0,0.88701594
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Bacteroidetes;c__SM1A07,0.73944,0.21563655,0.0,0.73944,2.0,0.72374266
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Chlamydiae;c__Chlamydiia,0.73944,0.4450132,0.0,0.73944,2.0,0.5426111
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Planctomycetes;c__Phycisphaerae,0.73944,-0.021911383,0.0,0.73944,2.0,0.87255454
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Planctomycetes;c__Pla3,0.73944,0.12989056,0.0,0.73944,2.0,0.7807365
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.73944,0.7268936,0.0,0.73944,2.0,0.11201092
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],k__Bacteria;p__Planctomycetes;c__[Brocadiae],0.73944,0.4255372,0.0,0.73944,2.0,0.5602703
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],k__Bacteria;p__Tenericutes;c__Mollicutes,0.73944,0.39338347,0.0,0.73944,2.0,0.5882657
k__Bacteria;p__WPS-2;c__,k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.73944,0.70626086,0.0,0.73944,2.0,-0.18215142
k__Bacteria;p__WS4;c__,k__Bacteria;p__Acidobacteria;c__AT-s2-57,0.73944,-0.18827468,0.0,0.73944,2.0,0.96317947
k__Bacteria;p__WS4;c__,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.73944,-0.114287555,0.0,0.73944,2.0,0.9239738
k__Bacteria;p__WS4;c__,k__Bacteria;p__Acidobacteria;c__OS-K,0.73944,0.72318083,0.0,0.73944,2.0,0.12751159
k__Bacteria;p__WS4;c__,k__Bacteria;p__Acidobacteria;c__RB25,0.73944,-0.048746467,0.0,0.73944,2.0,0.88779867
k__Bacteria;p__WS4;c__,k__Bacteria;p__Actinobacteria;c__OPB41,0.73944,-0.13733006,0.0,0.73944,2.0,0.93636
k__Bacteria;p__WS4;c__,k__Bacteria;p__Chlorobi;c__Ignavibacteria,0.73944,0.7098147,0.0,0.73944,2.0,0.17212
k__Bacteria;p__WS4;c__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,0.73944,0.34312394,0.0,0.73944,2.0,0.6295364
k__Bacteria;p__WS4;c__,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,0.73944,0.23225117,0.0,0.73944,2.0,0.7121719
k__Bacteria;p__WS4;c__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,0.73944,-0.025739133,0.0,0.73944,2.0,0.8747452
k__Bacteria;p__WS4;c__,k__Bacteria;p__Planctomycetes;c__Pla3,0.73944,0.14083445,0.0,0.73944,2.0,0.77369606
k__Bacteria;p__WS4;c__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,0.73944,0.024919093,0.0,0.73944,2.0,0.8452934
k__Bacteria;p__WS4;c__,k__Bacteria;p__TM6;c__SBRH58,0.73944,0.33872083,0.0,0.73944,2.0,0.63302386
k__Bacteria;p__WS4;c__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.73944,0.1539011,0.0,0.73944,2.0,0.76520514
k__Bacteria;p__WS5;c__,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,0.73944,0.058257878,0.0,0.73944,2.0,0.8253376
k__Bacteria;p__WS5;c__,k__Bacteria;p__Actinobacteria;c__Rubrobacteria,0.73944,-0.059789896,0.0,0.73944,2.0,0.8939966
k__Bacteria;p__WS5;c__,k__Bacteria;p__Bacteroidetes;Other,0.73944,0.20166504,0.0,0.73944,2.0,0.73333144
k__Bacteria;p__WS5;c__,k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.73944,-0.13350332,0.0,0.73944,2.0,0.93431437
k__Bacteria;p__WS5;c__,k__Bacteria;p__Chlorobi;c__OPB56,0.73944,-0.12108207,0.0,0.73944,2.0,0.9276433
k__Bacteria;p__WS5;c__,k__Bacteria;p__Chloroflexi;Other,0.73944,-0.031449378,0.0,0.73944,2.0,0.87800306
k__Bacteria;p__WS5;c__,k__Bacteria;p__GN04;c__MSB-5A5,0.73944,0.16529512,0.0,0.73944,2.0,0.7577235
k__Bacteria;p__WS5;c__,k__Bacteria;p__NC10;c__wb1-A12,0.73944,0.15780836,0.0,0.73944,2.0,0.7626478
k__Bacteria;p__WS5;c__,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.73944,0.27563494,0.0,0.73944,2.0,0.68103236
Richness_Avg,k__Bacteria;p__Spirochaetes;c__[Brevinematae],0.73944,0.72862744,0.0,0.73944,2.0,-0.10398367
PD_Avg,k__Bacteria;p__Acidobacteria;c__TM1,0.73944,0.35429636,0.0,0.73944,2.0,0.62059945
PD_Avg,k__Bacteria;p__Bacteroidetes;c__BME43,0.73944,0.42584723,0.0,0.73944,2.0,0.55999357
PD_Avg,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,0.73944,0.057670474,0.0,0.73944,2.0,0.82569337
Temperature,k__Archaea;p__Crenarchaeota;c__MBGA,0.73944,0.62431115,0.0,0.73944,2.0,-0.33930647
Temperature,k__Bacteria;p__Acidobacteria;c__TM1,0.73944,0.34679264,0.0,0.73944,2.0,0.6266158
Temperature,k__Bacteria;p__Elusimicrobia;c__4-29,0.73944,0.51626754,0.0,0.73944,2.0,-0.47241133
Temperature,k__Bacteria;p__Planctomycetes;c__[Brocadiae],0.73944,0.19949919,0.0,0.73944,2.0,0.73480666
Temperature,PD_Avg,0.73944,-0.20104057,0.0,0.73944,2.0,0.9697838
OrganicMatter_500,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,0.73944,0.29301813,0.0,0.73944,2.0,-0.6681481
OrganicMatter_500,k__Bacteria;p__Elusimicrobia;c__Endomicrobia,0.73944,0.31708935,0.0,0.73944,2.0,-0.6498851
OrganicMatter_500,k__Bacteria;p__OctSpA1-106;c__,0.73944,0.42920154,0.0,0.73944,2.0,-0.55699056
OrganicMatter_500,k__Bacteria;p__Proteobacteria;Other,0.73944,0.38733238,0.0,0.73944,2.0,-0.5933866
OrganicMatter_500,k__Bacteria;p__SC4;c__,0.73944,0.30626816,0.0,0.73944,2.0,0.65815794
OrganicMatter_500,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],0.73944,0.49500307,0.0,0.73944,2.0,-0.49440566
Fe_ppm,Mg_ppm,0.73944,0.29966086,0.0,0.73944,2.0,0.6631585
Iron_ppm,k__Bacteria;p__Acidobacteria;c__S035,0.73944,0.69997114,0.0,0.73944,2.0,-0.19866775
Iron_ppm,k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],0.73944,0.6663551,0.0,0.73944,2.0,-0.27034232
k__Bacteria;p__Chlorobi;c__SJA-28,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0.72249,0.7211897,0.0,0.72249,2.0,-0.036060143
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.72249,0.21127433,0.0,0.72249,2.0,0.7149935
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes,0.72249,0.6303241,0.0,0.72249,2.0,0.30358836
k__Bacteria;p__Proteobacteria;c__,k__Bacteria;p__Actinobacteria;c__OPB41,0.72249,0.6863044,0.0,0.72249,2.0,0.19022517
k__Bacteria;p__Proteobacteria;c__,k__Bacteria;p__Chloroflexi;c__SAR202,0.72249,0.40868175,0.0,0.72249,2.0,0.5601859
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Chlorobi;c__Ignavibacteria,0.72249,0.64682317,0.0,0.72249,2.0,0.27507606
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Chloroflexi;c__C0119,0.72249,0.4519113,0.0,0.72249,2.0,0.5201718
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,0.72249,-0.0035501719,0.0,0.72249,2.0,0.8520799
k__Bacteria;p__TM6;c__SBRH58,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.72249,0.47431082,0.0,0.72249,2.0,0.4981759
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.72249,0.04472089,0.0,0.72249,2.0,0.82326734
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.72249,0.6188066,0.0,0.72249,2.0,0.3219991
k__Bacteria;p__WS2;c__SHA-109,k__Bacteria;p__Chloroflexi;c__TK17,0.72249,0.4249443,0.0,0.72249,2.0,-0.5454775
k__Bacteria;p__Acidobacteria;c__DA052,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.6882,0.26472825,0.0,0.6882,2.0,0.65074706
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.6882,0.27780297,0.0,0.6882,2.0,0.6406224
k__Bacteria;p__Bacteroidetes;c__BME43,k__Bacteria;p__Armatimonadetes;c__SHA-37,0.6882,0.6054523,0.0,0.6882,2.0,0.287659
k__Bacteria;p__Bacteroidetes;c__Cytophagia,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.6882,0.26517582,0.0,0.6882,2.0,0.6504031
k__Bacteria;p__Chlorobi;c__OPB56,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.6882,0.2547283,0.0,0.6882,2.0,0.6583857
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.6882,0.32262796,0.0,0.6882,2.0,0.6046255
k__Bacteria;p__Planctomycetes;c__OM190,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.6882,0.3920102,0.0,0.6882,2.0,0.5442332
k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__GN04;c__GN15,0.6882,0.28775036,0.0,0.6882,2.0,0.6328109
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,k__Bacteria;p__Armatimonadetes;c__0319-6E2,0.65002,0.28015074,0.0,0.65002,2.0,0.6081688
k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Bacteroidetes;c__At12OctB3,0.65002,0.3674552,0.0,0.65002,2.0,0.5315682
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.65002,-0.08672792,0.0,0.65002,2.0,0.8583402
k__Bacteria;p__GN02;c__3BR-5F,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.65002,0.557639,0.0,0.65002,2.0,-0.3039424
k__Bacteria;p__GN02;c__GKS2-174,k__Archaea;p__Crenarchaeota;c__MCG,0.65002,0.60211277,0.0,0.65002,2.0,-0.21887727
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.65002,0.26523677,0.0,0.65002,2.0,0.620309
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Actinobacteria;c__OPB41,0.65002,0.19975516,0.0,0.65002,2.0,0.67101777
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes,0.65002,0.06815302,0.0,0.65002,2.0,0.76280206
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__P2-11E,0.65002,0.47429317,0.0,0.65002,2.0,-0.41919783
k__Bacteria;p__GN02;c__GKS2-174,k__Bacteria;p__Chloroflexi;c__SAR202,0.65002,-0.2790829,0.0,0.65002,2.0,0.96389985
k__Bacteria;p__OD1;c__,k__Bacteria;p__GN02;c__GKS2-174,0.65002,-0.11079711,0.0,0.65002,2.0,0.8722483
k__Bacteria;p__OD1;c__ZB2,k__Bacteria;p__Bacteroidetes;c__At12OctB3,0.65002,0.34901956,0.0,0.65002,2.0,0.54863507
k__Bacteria;p__Proteobacteria;c__,k__Bacteria;p__Acidobacteria;c__PAUC37f,0.65002,0.14223367,0.0,0.65002,2.0,0.7125913
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Bacteroidetes;c__At12OctB3,0.65002,0.6156762,0.0,0.65002,2.0,0.18532075
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__GN02;c__GKS2-174,0.65002,0.3290685,0.0,0.65002,2.0,0.5665258
k__Bacteria;p__WS1;c__,k__Bacteria;p__GN02;c__GKS2-174,0.65002,0.54913336,0.0,0.65002,2.0,-0.31762657
SulfateSulfur_ppm,k__Bacteria;p__GN02;c__GKS2-174,0.65002,-0.11277056,0.0,0.65002,2.0,0.8733788
k__Bacteria;p__Acidobacteria;c__Sva0725,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.63573,0.48672777,0.0,0.63573,2.0,-0.38600808
k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Acidobacteria;c__RB25,0.63573,-0.20210946,0.0,0.63573,2.0,0.9153357
k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Acidobacteria;c__S035,0.63573,-0.09124571,0.0,0.63573,2.0,0.8526287
k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.63573,0.072208285,0.0,0.63573,2.0,0.75068086
k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Actinobacteria;c__Actinobacteria,0.63573,0.21385273,0.0,0.63573,2.0,0.6495208
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,0.63573,-0.072098315,0.0,0.63573,2.0,0.84132534
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Chloroflexi;c__,0.63573,0.067687154,0.0,0.63573,2.0,0.7536862
k__Bacteria;p__Chloroflexi;c__P2-11E,k__Bacteria;p__Chloroflexi;c__,0.63573,0.54645115,0.0,0.63573,2.0,-0.29879573
k__Bacteria;p__OP11;c__WCHB1-64,k__Bacteria;p__Armatimonadetes;c__SHA-37,0.63573,0.57122123,0.0,0.63573,2.0,-0.25398576
k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Chloroflexi;c__,0.63573,-0.231426,0.0,0.63573,2.0,0.9312121
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Chloroflexi;c__,0.63573,-0.007675588,0.0,0.63573,2.0,0.8021257
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Chloroflexi;c__,0.63573,0.17764524,0.0,0.63573,2.0,0.6768196
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria],k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.63573,0.49255845,0.0,0.63573,2.0,0.3783802
k__Bacteria;p__WS2;c__SHA-109,k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.63573,0.43153542,0.0,0.63573,2.0,0.45187896
k__Bacteria;p__WS4;c__,k__Bacteria;p__Chloroflexi;c__,0.63573,0.2139338,0.0,0.63573,2.0,0.6494584
SulfateSulfur_ppm,k__Bacteria;p__Chloroflexi;c__Anaerolineae,0.63573,0.17579848,0.0,0.63573,2.0,0.67818254
Mg_ppm,k__Bacteria;p__Chloroflexi;c__Anaerolineae,0.63573,0.3975044,0.0,0.63573,2.0,0.48808366
k__Bacteria;p__Acidobacteria;c__Solibacteres,k__Bacteria;p__Acidobacteria;c__AT-s2-57,0.59,-0.3462237,0.0,0.59,2.0,0.9675865
k__Bacteria;p__Chloroflexi;c__C0119,k__Bacteria;p__Chlorobi;c__SJA-28,0.59,0.42421138,0.0,0.59,2.0,0.40717146
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.59,-0.04456055,0.0,0.59,2.0,0.79659307
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Acidobacteria;c__Solibacteres,0.59,0.4719433,0.0,0.59,2.0,-0.34359378
k__Bacteria;p__Fibrobacteres;c__SBZC_2415,k__Archaea;p__Crenarchaeota;c__MCG,0.59,0.535023,0.0,0.59,2.0,-0.23447174
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,0.59,-0.068797946,0.0,0.59,2.0,0.8116637
k__Bacteria;p__NKB19;c__TSBW08,k__Bacteria;p__Acidobacteria;c__DA052,0.59,0.38712642,0.0,0.59,2.0,0.45041487
